coalition,value
1|2|3|7|8|9,0.4074074074074074
1|2|3|7|8|10,0.3888888888888889
1|2|3|7|8|11,0.4444444444444445
1|2|3|7|8|12,0.46296296296296297
1|2|3|7|9|10,0.48148148148148145
1|2|3|7|9|11,0.46296296296296297
1|2|3|7|9|12,0.5555555555555556
1|2|3|7|10|11,0.4444444444444445
1|2|3|7|10|12,0.5925925925925926
1|2|3|7|11|12,0.5185185185185186
1|2|3|8|9|10,0.49999999999999994
1|2|3|8|9|11,0.48148148148148145
1|2|3|8|9|12,0.5555555555555556
1|2|3|8|10|11,0.49999999999999994
1|2|3|8|10|12,0.537037037037037
1|2|3|8|11|12,0.49999999999999994
1|2|3|9|10|11,0.5555555555555556
1|2|3|9|10|12,0.574074074074074
1|2|3|9|11|12,0.574074074074074
1|2|3|10|11|12,0.574074074074074
1|2|4|5|6|7,0.48148148148148145
1|2|4|5|6|8,0.46296296296296297
1|2|4|5|6|9,0.574074074074074
1|2|4|5|6|10,0.49999999999999994
1|2|4|5|6|11,0.48148148148148145
1|2|4|5|6|12,0.5185185185185186
1|2|4|5|7|8,0.4259259259259259
1|2|4|5|7|9,0.537037037037037
1|2|4|5|7|10,0.46296296296296297
1|2|4|5|7|11,0.46296296296296297
1|2|4|5|7|12,0.5185185185185186
1|2|4|5|8|9,0.537037037037037
1|2|4|5|8|10,0.4259259259259259
1|2|4|5|8|11,0.46296296296296297
1|2|4|5|8|12,0.49999999999999994
1|2|4|5|9|10,0.5185185185185186
1|2|4|5|9|11,0.537037037037037
1|2|4|5|9|12,0.5555555555555556
1|2|4|5|10|11,0.49999999999999994
1|2|4|5|10|12,0.5185185185185186
1|2|4|5|11|12,0.537037037037037
1|2|4|6|7|8,0.48148148148148145
1|2|4|6|7|9,0.574074074074074
1|2|4|6|7|10,0.49999999999999994
1|2|4|6|7|11,0.48148148148148145
1|2|4|6|7|12,0.5555555555555556
1|2|4|6|8|9,0.5555555555555556
1|2|4|6|8|10,0.48148148148148145
1|2|4|6|8|11,0.4444444444444445
1|2|4|6|8|12,0.49999999999999994
1|2|4|6|9|10,0.574074074074074
1|2|4|6|9|11,0.574074074074074
1|2|4|6|9|12,0.574074074074074
1|2|4|6|10|11,0.537037037037037
1|2|4|6|10|12,0.5925925925925926
1|2|4|6|11|12,0.49999999999999994
1|2|4|7|8|9,0.4444444444444445
1|2|4|7|8|10,0.4074074074074074
1|2|4|7|8|11,0.3333333333333333
1|2|4|7|8|12,0.46296296296296297
1|2|4|7|9|10,0.537037037037037
1|2|4|7|9|11,0.5185185185185186
1|2|4|7|9|12,0.5185185185185186
1|2|4|7|10|11,0.4444444444444445
1|2|4|7|10|12,0.574074074074074
1|2|4|7|11|12,0.5185185185185186
1|2|4|8|9|10,0.4444444444444445
1|2|4|8|9|11,0.537037037037037
1|2|4|8|9|12,0.537037037037037
1|2|4|8|10|11,0.46296296296296297
1|2|4|8|10|12,0.537037037037037
1|2|4|8|11|12,0.48148148148148145
1|2|4|9|10|11,0.5925925925925926
1|2|4|9|10|12,0.5925925925925926
1|2|4|9|11|12,0.5555555555555556
1|2|4|10|11|12,0.5925925925925926
1|2|5|6|7|8,0.3888888888888889
1|2|5|6|7|9,0.537037037037037
1|2|5|6|7|10,0.49999999999999994
1|2|5|6|7|11,0.4444444444444445
1|2|5|6|7|12,0.5185185185185186
1|2|5|6|8|9,0.49999999999999994
1|2|5|6|8|10,0.46296296296296297
1|2|5|6|8|11,0.3518518518518518
1|2|5|6|8|12,0.5185185185185186
1|2|5|6|9|10,0.5555555555555556
1|2|5|6|9|11,0.5185185185185186
1|2|5|6|9|12,0.5555555555555556
1|2|5|6|10|11,0.49999999999999994
1|2|5|6|10|12,0.574074074074074
1|2|5|6|11|12,0.48148148148148145
1|2|5|7|8|9,0.48148148148148145
1|2|5|7|8|10,0.3703703703703704
1|2|5|7|8|11,0.4259259259259259
1|2|5|7|8|12,0.49999999999999994
1|2|5|7|9|10,0.49999999999999994
1|2|5|7|9|11,0.46296296296296297
1|2|5|7|9|12,0.574074074074074
1|2|5|7|10|11,0.49999999999999994
1|2|5|7|10|12,0.5555555555555556
1|2|5|7|11|12,0.48148148148148145
1|2|5|8|9|10,0.48148148148148145
1|2|5|8|9|11,0.48148148148148145
1|2|5|8|9|12,0.5555555555555556
1|2|5|8|10|11,0.5185185185185186
1|2|5|8|10|12,0.5555555555555556
1|2|5|8|11|12,0.5185185185185186
1|2|5|9|10|11,0.5555555555555556
1|2|5|9|10|12,0.6111111111111112
1|2|5|9|11|12,0.574074074074074
1|2|5|10|11|12,0.5555555555555556
1|2|6|7|8|9,0.48148148148148145
1|2|6|7|8|10,0.4444444444444445
1|2|6|7|8|11,0.48148148148148145
1|2|6|7|8|12,0.49999999999999994
1|2|6|7|9|10,0.5185185185185186
1|2|6|7|9|11,0.5185185185185186
1|2|6|7|9|12,0.5925925925925926
1|2|6|7|10|11,0.537037037037037
1|2|6|7|10|12,0.5925925925925926
1|2|6|7|11|12,0.537037037037037
1|2|6|8|9|10,0.537037037037037
1|2|6|8|9|11,0.5555555555555556
1|2|6|8|9|12,0.574074074074074
1|2|6|8|10|11,0.5185185185185186
1|2|6|8|10|12,0.5555555555555556
1|2|6|8|11|12,0.48148148148148145
1|2|6|9|10|11,0.537037037037037
1|2|6|9|10|12,0.574074074074074
1|2|6|9|11|12,0.5925925925925926
1|2|6|10|11|12,0.5925925925925926
1|2|7|8|9|10,0.4259259259259259
1|2|7|8|9|11,0.46296296296296297
1|2|7|8|9|12,0.48148148148148145
1|2|7|8|10|11,0.49999999999999994
1|2|7|8|10|12,0.5555555555555556
1|2|7|8|11|12,0.48148148148148145
1|2|7|9|10|11,0.5925925925925926
1|2|7|9|10|12,0.6111111111111112
1|2|7|9|11|12,0.5555555555555556
1|2|7|10|11|12,0.5555555555555556
1|2|8|9|10|11,0.5925925925925926
1|2|8|9|10|12,0.6111111111111112
1|2|8|9|11|12,0.5925925925925926
1|2|8|10|11|12,0.537037037037037
1|2|9|10|11|12,0.5925925925925926
1|3|4|5|6|7,0.48148148148148145
1|3|4|5|6|8,0.46296296296296297
1|3|4|5|6|9,0.574074074074074
1|3|4|5|6|10,0.537037037037037
1|3|4|5|6|11,0.5185185185185186
1|3|4|5|6|12,0.5185185185185186
1|3|4|5|7|8,0.4074074074074074
1|3|4|5|7|9,0.5555555555555556
1|3|4|5|7|10,0.46296296296296297
1|3|4|5|7|11,0.46296296296296297
1|3|4|5|7|12,0.49999999999999994
1|3|4|5|8|9,0.5185185185185186
1|3|4|5|8|10,0.48148148148148145
1|3|4|5|8|11,0.4259259259259259
1|3|4|5|8|12,0.537037037037037
1|3|4|5|9|10,0.5185185185185186
1|3|4|5|9|11,0.48148148148148145
1|3|4|5|9|12,0.537037037037037
1|3|4|5|10|11,0.46296296296296297
1|3|4|5|10|12,0.5555555555555556
1|3|4|5|11|12,0.574074074074074
1|3|4|6|7|8,0.48148148148148145
1|3|4|6|7|9,0.5555555555555556
1|3|4|6|7|10,0.5555555555555556
1|3|4|6|7|11,0.49999999999999994
1|3|4|6|7|12,0.537037037037037
1|3|4|6|8|9,0.5555555555555556
1|3|4|6|8|10,0.5185185185185186
1|3|4|6|8|11,0.48148148148148145
1|3|4|6|8|12,0.5555555555555556
1|3|4|6|9|10,0.5555555555555556
1|3|4|6|9|11,0.5185185185185186
1|3|4|6|9|12,0.5925925925925926
1|3|4|6|10|11,0.537037037037037
1|3|4|6|10|12,0.5925925925925926
1|3|4|6|11|12,0.537037037037037
1|3|4|7|8|9,0.4259259259259259
1|3|4|7|8|10,0.4444444444444445
1|3|4|7|8|11,0.4444444444444445
1|3|4|7|8|12,0.5185185185185186
1|3|4|7|9|10,0.5555555555555556
1|3|4|7|9|11,0.46296296296296297
1|3|4|7|9|12,0.537037037037037
1|3|4|7|10|11,0.4259259259259259
1|3|4|7|10|12,0.574074074074074
1|3|4|7|11|12,0.537037037037037
1|3|4|8|9|10,0.4444444444444445
1|3|4|8|9|11,0.4444444444444445
1|3|4|8|9|12,0.48148148148148145
1|3|4|8|10|11,0.48148148148148145
1|3|4|8|10|12,0.574074074074074
1|3|4|8|11|12,0.537037037037037
1|3|4|9|10|11,0.5925925925925926
1|3|4|9|10|12,0.5925925925925926
1|3|4|9|11|12,0.574074074074074
1|3|4|10|11|12,0.5555555555555556
1|3|5|6|7|8,0.4259259259259259
1|3|5|6|7|9,0.48148148148148145
1|3|5|6|7|10,0.5185185185185186
1|3|5|6|7|11,0.4444444444444445
1|3|5|6|7|12,0.5185185185185186
1|3|5|6|8|9,0.49999999999999994
1|3|5|6|8|10,0.49999999999999994
1|3|5|6|8|11,0.46296296296296297
1|3|5|6|8|12,0.5185185185185186
1|3|5|6|9|10,0.5555555555555556
1|3|5|6|9|11,0.537037037037037
1|3|5|6|9|12,0.5555555555555556
1|3|5|6|10|11,0.5185185185185186
1|3|5|6|10|12,0.5555555555555556
1|3|5|6|11|12,0.49999999999999994
1|3|5|7|8|9,0.4444444444444445
1|3|5|7|8|10,0.46296296296296297
1|3|5|7|8|11,0.4259259259259259
1|3|5|7|8|12,0.5185185185185186
1|3|5|7|9|10,0.48148148148148145
1|3|5|7|9|11,0.46296296296296297
1|3|5|7|9|12,0.5555555555555556
1|3|5|7|10|11,0.49999999999999994
1|3|5|7|10|12,0.5185185185185186
1|3|5|7|11|12,0.5555555555555556
1|3|5|8|9|10,0.46296296296296297
1|3|5|8|9|11,0.4444444444444445
1|3|5|8|9|12,0.537037037037037
1|3|5|8|10|11,0.49999999999999994
1|3|5|8|10|12,0.5555555555555556
1|3|5|8|11|12,0.537037037037037
1|3|5|9|10|11,0.537037037037037
1|3|5|9|10|12,0.5925925925925926
1|3|5|9|11|12,0.537037037037037
1|3|5|10|11|12,0.5555555555555556
1|3|6|7|8|9,0.46296296296296297
1|3|6|7|8|10,0.48148148148148145
1|3|6|7|8|11,0.46296296296296297
1|3|6|7|8|12,0.48148148148148145
1|3|6|7|9|10,0.537037037037037
1|3|6|7|9|11,0.5185185185185186
1|3|6|7|9|12,0.574074074074074
1|3|6|7|10|11,0.49999999999999994
1|3|6|7|10|12,0.5925925925925926
1|3|6|7|11|12,0.5185185185185186
1|3|6|8|9|10,0.5185185185185186
1|3|6|8|9|11,0.49999999999999994
1|3|6|8|9|12,0.537037037037037
1|3|6|8|10|11,0.49999999999999994
1|3|6|8|10|12,0.574074074074074
1|3|6|8|11|12,0.5185185185185186
1|3|6|9|10|11,0.537037037037037
1|3|6|9|10|12,0.574074074074074
1|3|6|9|11|12,0.5555555555555556
1|3|6|10|11|12,0.5925925925925926
1|3|7|8|9|10,0.4444444444444445
1|3|7|8|9|11,0.48148148148148145
1|3|7|8|9|12,0.49999999999999994
1|3|7|8|10|11,0.46296296296296297
1|3|7|8|10|12,0.537037037037037
1|3|7|8|11|12,0.5185185185185186
1|3|7|9|10|11,0.5185185185185186
1|3|7|9|10|12,0.6111111111111112
1|3|7|9|11|12,0.5555555555555556
1|3|7|10|11|12,0.5555555555555556
1|3|8|9|10|11,0.5185185185185186
1|3|8|9|10|12,0.574074074074074
1|3|8|9|11|12,0.537037037037037
1|3|8|10|11|12,0.537037037037037
1|3|9|10|11|12,0.574074074074074
1|4|5|6|7|8,0.48148148148148145
1|4|5|6|7|9,0.5925925925925926
1|4|5|6|7|10,0.537037037037037
1|4|5|6|7|11,0.48148148148148145
1|4|5|6|7|12,0.5185185185185186
1|4|5|6|8|9,0.574074074074074
1|4|5|6|8|10,0.537037037037037
1|4|5|6|8|11,0.48148148148148145
1|4|5|6|8|12,0.5185185185185186
1|4|5|6|9|10,0.5555555555555556
1|4|5|6|9|11,0.574074074074074
1|4|5|6|9|12,0.574074074074074
1|4|5|6|10|11,0.5185185185185186
1|4|5|6|10|12,0.537037037037037
1|4|5|6|11|12,0.5185185185185186
1|4|5|7|8|9,0.537037037037037
1|4|5|7|8|10,0.4444444444444445
1|4|5|7|8|11,0.4259259259259259
1|4|5|7|8|12,0.5185185185185186
1|4|5|7|9|10,0.49999999999999994
1|4|5|7|9|11,0.537037037037037
1|4|5|7|9|12,0.5555555555555556
1|4|5|7|10|11,0.48148148148148145
1|4|5|7|10|12,0.5555555555555556
1|4|5|7|11|12,0.49999999999999994
1|4|5|8|9|10,0.5185185185185186
1|4|5|8|9|11,0.5185185185185186
1|4|5|8|9|12,0.537037037037037
1|4|5|8|10|11,0.46296296296296297
1|4|5|8|10|12,0.5555555555555556
1|4|5|8|11|12,0.5185185185185186
1|4|5|9|10|11,0.5925925925925926
1|4|5|9|10|12,0.5925925925925926
1|4|5|9|11|12,0.537037037037037
1|4|5|10|11|12,0.537037037037037
1|4|6|7|8|9,0.5185185185185186
1|4|6|7|8|10,0.49999999999999994
1|4|6|7|8|11,0.46296296296296297
1|4|6|7|8|12,0.5185185185185186
1|4|6|7|9|10,0.5555555555555556
1|4|6|7|9|11,0.574074074074074
1|4|6|7|9|12,0.5925925925925926
1|4|6|7|10|11,0.5185185185185186
1|4|6|7|10|12,0.5925925925925926
1|4|6|7|11|12,0.537037037037037
1|4|6|8|9|10,0.5555555555555556
1|4|6|8|9|11,0.5925925925925926
1|4|6|8|9|12,0.574074074074074
1|4|6|8|10|11,0.49999999999999994
1|4|6|8|10|12,0.574074074074074
1|4|6|8|11|12,0.49999999999999994
1|4|6|9|10|11,0.5925925925925926
1|4|6|9|10|12,0.5925925925925926
1|4|6|9|11|12,0.5925925925925926
1|4|6|10|11|12,0.5925925925925926
1|4|7|8|9|10,0.49999999999999994
1|4|7|8|9|11,0.5185185185185186
1|4|7|8|9|12,0.5185185185185186
1|4|7|8|10|11,0.48148148148148145
1|4|7|8|10|12,0.574074074074074
1|4|7|8|11|12,0.5185185185185186
1|4|7|9|10|11,0.574074074074074
1|4|7|9|10|12,0.6111111111111112
1|4|7|9|11|12,0.5925925925925926
1|4|7|10|11|12,0.5555555555555556
1|4|8|9|10|11,0.574074074074074
1|4|8|9|10|12,0.5925925925925926
1|4|8|9|11|12,0.574074074074074
1|4|8|10|11|12,0.537037037037037
1|4|9|10|11|12,0.5925925925925926
1|5|6|7|8|9,0.48148148148148145
1|5|6|7|8|10,0.46296296296296297
1|5|6|7|8|11,0.46296296296296297
1|5|6|7|8|12,0.537037037037037
1|5|6|7|9|10,0.537037037037037
1|5|6|7|9|11,0.537037037037037
1|5|6|7|9|12,0.574074074074074
1|5|6|7|10|11,0.5555555555555556
1|5|6|7|10|12,0.5925925925925926
1|5|6|7|11|12,0.537037037037037
1|5|6|8|9|10,0.5555555555555556
1|5|6|8|9|11,0.5925925925925926
1|5|6|8|9|12,0.537037037037037
1|5|6|8|10|11,0.49999999999999994
1|5|6|8|10|12,0.5555555555555556
1|5|6|8|11|12,0.537037037037037
1|5|6|9|10|11,0.5555555555555556
1|5|6|9|10|12,0.574074074074074
1|5|6|9|11|12,0.5925925925925926
1|5|6|10|11|12,0.5925925925925926
1|5|7|8|9|10,0.48148148148148145
1|5|7|8|9|11,0.49999999999999994
1|5|7|8|9|12,0.5185185185185186
1|5|7|8|10|11,0.46296296296296297
1|5|7|8|10|12,0.5555555555555556
1|5|7|8|11|12,0.49999999999999994
1|5|7|9|10|11,0.537037037037037
1|5|7|9|10|12,0.574074074074074
1|5|7|9|11|12,0.5555555555555556
1|5|7|10|11|12,0.5555555555555556
1|5|8|9|10|11,0.537037037037037
1|5|8|9|10|12,0.574074074074074
1|5|8|9|11|12,0.5555555555555556
1|5|8|10|11|12,0.537037037037037
1|5|9|10|11|12,0.6111111111111112
1|6|7|8|9|10,0.49999999999999994
1|6|7|8|9|11,0.537037037037037
1|6|7|8|9|12,0.574074074074074
1|6|7|8|10|11,0.49999999999999994
1|6|7|8|10|12,0.5555555555555556
1|6|7|8|11|12,0.49999999999999994
1|6|7|9|10|11,0.48148148148148145
1|6|7|9|10|12,0.574074074074074
1|6|7|9|11|12,0.5555555555555556
1|6|7|10|11|12,0.5925925925925926
1|6|8|9|10|11,0.5555555555555556
1|6|8|9|10|12,0.574074074074074
1|6|8|9|11|12,0.5555555555555556
1|6|8|10|11|12,0.574074074074074
1|6|9|10|11|12,0.5555555555555556
1|7|8|9|10|11,0.5185185185185186
1|7|8|9|10|12,0.5925925925925926
1|7|8|9|11|12,0.5555555555555556
1|7|8|10|11|12,0.5555555555555556
1|7|9|10|11|12,0.5925925925925926
1|8|9|10|11|12,0.5925925925925926
2|3|4|5|6|7,0.49999999999999994
2|3|4|5|6|8,0.46296296296296297
2|3|4|5|6|9,0.574074074074074
2|3|4|5|6|10,0.5555555555555556
2|3|4|5|6|11,0.48148148148148145
2|3|4|5|6|12,0.49999999999999994
2|3|4|5|7|8,0.4444444444444445
2|3|4|5|7|9,0.5555555555555556
2|3|4|5|7|10,0.4444444444444445
2|3|4|5|7|11,0.4444444444444445
2|3|4|5|7|12,0.537037037037037
2|3|4|5|8|9,0.537037037037037
2|3|4|5|8|10,0.4444444444444445
2|3|4|5|8|11,0.4074074074074074
2|3|4|5|8|12,0.49999999999999994
2|3|4|5|9|10,0.5555555555555556
2|3|4|5|9|11,0.537037037037037
2|3|4|5|9|12,0.537037037037037
2|3|4|5|10|11,0.49999999999999994
2|3|4|5|10|12,0.5555555555555556
2|3|4|5|11|12,0.537037037037037
2|3|4|6|7|8,0.4259259259259259
2|3|4|6|7|9,0.574074074074074
2|3|4|6|7|10,0.537037037037037
2|3|4|6|7|11,0.49999999999999994
2|3|4|6|7|12,0.537037037037037
2|3|4|6|8|9,0.5555555555555556
2|3|4|6|8|10,0.5185185185185186
2|3|4|6|8|11,0.49999999999999994
2|3|4|6|8|12,0.537037037037037
2|3|4|6|9|10,0.5555555555555556
2|3|4|6|9|11,0.5185185185185186
2|3|4|6|9|12,0.5925925925925926
2|3|4|6|10|11,0.49999999999999994
2|3|4|6|10|12,0.574074074074074
2|3|4|6|11|12,0.5185185185185186
2|3|4|7|8|9,0.46296296296296297
2|3|4|7|8|10,0.49999999999999994
2|3|4|7|8|11,0.4074074074074074
2|3|4|7|8|12,0.49999999999999994
2|3|4|7|9|10,0.5555555555555556
2|3|4|7|9|11,0.46296296296296297
2|3|4|7|9|12,0.5555555555555556
2|3|4|7|10|11,0.5185185185185186
2|3|4|7|10|12,0.5925925925925926
2|3|4|7|11|12,0.537037037037037
2|3|4|8|9|10,0.5185185185185186
2|3|4|8|9|11,0.48148148148148145
2|3|4|8|9|12,0.537037037037037
2|3|4|8|10|11,0.5555555555555556
2|3|4|8|10|12,0.5555555555555556
2|3|4|8|11|12,0.537037037037037
2|3|4|9|10|11,0.5555555555555556
2|3|4|9|10|12,0.574074074074074
2|3|4|9|11|12,0.5185185185185186
2|3|4|10|11|12,0.537037037037037
2|3|5|6|7|8,0.4074074074074074
2|3|5|6|7|9,0.5185185185185186
2|3|5|6|7|10,0.48148148148148145
2|3|5|6|7|11,0.48148148148148145
2|3|5|6|7|12,0.5185185185185186
2|3|5|6|8|9,0.49999999999999994
2|3|5|6|8|10,0.48148148148148145
2|3|5|6|8|11,0.4444444444444445
2|3|5|6|8|12,0.49999999999999994
2|3|5|6|9|10,0.537037037037037
2|3|5|6|9|11,0.5185185185185186
2|3|5|6|9|12,0.537037037037037
2|3|5|6|10|11,0.48148148148148145
2|3|5|6|10|12,0.5555555555555556
2|3|5|6|11|12,0.49999999999999994
2|3|5|7|8|9,0.46296296296296297
2|3|5|7|8|10,0.3888888888888889
2|3|5|7|8|11,0.3703703703703704
2|3|5|7|8|12,0.48148148148148145
2|3|5|7|9|10,0.537037037037037
2|3|5|7|9|11,0.48148148148148145
2|3|5|7|9|12,0.5555555555555556
2|3|5|7|10|11,0.4259259259259259
2|3|5|7|10|12,0.5555555555555556
2|3|5|7|11|12,0.537037037037037
2|3|5|8|9|10,0.49999999999999994
2|3|5|8|9|11,0.48148148148148145
2|3|5|8|9|12,0.574074074074074
2|3|5|8|10|11,0.4074074074074074
2|3|5|8|10|12,0.5185185185185186
2|3|5|8|11|12,0.5185185185185186
2|3|5|9|10|11,0.5185185185185186
2|3|5|9|10|12,0.574074074074074
2|3|5|9|11|12,0.5185185185185186
2|3|5|10|11|12,0.537037037037037
2|3|6|7|8|9,0.46296296296296297
2|3|6|7|8|10,0.4444444444444445
2|3|6|7|8|11,0.3333333333333333
2|3|6|7|8|12,0.46296296296296297
2|3|6|7|9|10,0.537037037037037
2|3|6|7|9|11,0.5185185185185186
2|3|6|7|9|12,0.5555555555555556
2|3|6|7|10|11,0.4444444444444445
2|3|6|7|10|12,0.5555555555555556
2|3|6|7|11|12,0.5185185185185186
2|3|6|8|9|10,0.537037037037037
2|3|6|8|9|11,0.5185185185185186
2|3|6|8|9|12,0.5555555555555556
2|3|6|8|10|11,0.49999999999999994
2|3|6|8|10|12,0.5555555555555556
2|3|6|8|11|12,0.46296296296296297
2|3|6|9|10|11,0.5555555555555556
2|3|6|9|10|12,0.574074074074074
2|3|6|9|11|12,0.5185185185185186
2|3|6|10|11|12,0.5555555555555556
2|3|7|8|9|10,0.46296296296296297
2|3|7|8|9|11,0.49999999999999994
2|3|7|8|9|12,0.537037037037037
2|3|7|8|10|11,0.46296296296296297
2|3|7|8|10|12,0.574074074074074
2|3|7|8|11|12,0.5185185185185186
2|3|7|9|10|11,0.46296296296296297
2|3|7|9|10|12,0.574074074074074
2|3|7|9|11|12,0.5185185185185186
2|3|7|10|11|12,0.5555555555555556
2|3|8|9|10|11,0.46296296296296297
2|3|8|9|10|12,0.574074074074074
2|3|8|9|11|12,0.537037037037037
2|3|8|10|11|12,0.49999999999999994
2|3|9|10|11|12,0.5555555555555556
2|4|5|6|7|8,0.46296296296296297
2|4|5|6|7|9,0.574074074074074
2|4|5|6|7|10,0.5185185185185186
2|4|5|6|7|11,0.48148148148148145
2|4|5|6|7|12,0.49999999999999994
2|4|5|6|8|9,0.574074074074074
2|4|5|6|8|10,0.49999999999999994
2|4|5|6|8|11,0.49999999999999994
2|4|5|6|8|12,0.48148148148148145
2|4|5|6|9|10,0.537037037037037
2|4|5|6|9|11,0.574074074074074
2|4|5|6|9|12,0.5925925925925926
2|4|5|6|10|11,0.5185185185185186
2|4|5|6|10|12,0.537037037037037
2|4|5|6|11|12,0.49999999999999994
2|4|5|7|8|9,0.5555555555555556
2|4|5|7|8|10,0.4074074074074074
2|4|5|7|8|11,0.3703703703703704
2|4|5|7|8|12,0.49999999999999994
2|4|5|7|9|10,0.5185185185185186
2|4|5|7|9|11,0.537037037037037
2|4|5|7|9|12,0.5925925925925926
2|4|5|7|10|11,0.46296296296296297
2|4|5|7|10|12,0.537037037037037
2|4|5|7|11|12,0.537037037037037
2|4|5|8|9|10,0.5185185185185186
2|4|5|8|9|11,0.5185185185185186
2|4|5|8|9|12,0.5555555555555556
2|4|5|8|10|11,0.4444444444444445
2|4|5|8|10|12,0.49999999999999994
2|4|5|8|11|12,0.48148148148148145
2|4|5|9|10|11,0.5555555555555556
2|4|5|9|10|12,0.574074074074074
2|4|5|9|11|12,0.537037037037037
2|4|5|10|11|12,0.49999999999999994
2|4|6|7|8|9,0.574074074074074
2|4|6|7|8|10,0.46296296296296297
2|4|6|7|8|11,0.46296296296296297
2|4|6|7|8|12,0.48148148148148145
2|4|6|7|9|10,0.5185185185185186
2|4|6|7|9|11,0.574074074074074
2|4|6|7|9|12,0.5925925925925926
2|4|6|7|10|11,0.49999999999999994
2|4|6|7|10|12,0.5555555555555556
2|4|6|7|11|12,0.5555555555555556
2|4|6|8|9|10,0.574074074074074
2|4|6|8|9|11,0.5925925925925926
2|4|6|8|9|12,0.5925925925925926
2|4|6|8|10|11,0.49999999999999994
2|4|6|8|10|12,0.537037037037037
2|4|6|8|11|12,0.48148148148148145
2|4|6|9|10|11,0.5925925925925926
2|4|6|9|10|12,0.5925925925925926
2|4|6|9|11|12,0.5555555555555556
2|4|6|10|11|12,0.5555555555555556
2|4|7|8|9|10,0.5185185185185186
2|4|7|8|9|11,0.537037037037037
2|4|7|8|9|12,0.574074074074074
2|4|7|8|10|11,0.3888888888888889
2|4|7|8|10|12,0.5555555555555556
2|4|7|8|11|12,0.5185185185185186
2|4|7|9|10|11,0.5555555555555556
2|4|7|9|10|12,0.574074074074074
2|4|7|9|11|12,0.5555555555555556
2|4|7|10|11|12,0.5555555555555556
2|4|8|9|10|11,0.574074074074074
2|4|8|9|10|12,0.5925925925925926
2|4|8|9|11|12,0.5555555555555556
2|4|8|10|11|12,0.49999999999999994
2|4|9|10|11|12,0.574074074074074
2|5|6|7|8|9,0.49999999999999994
2|5|6|7|8|10,0.4444444444444445
2|5|6|7|8|11,0.4259259259259259
2|5|6|7|8|12,0.46296296296296297
2|5|6|7|9|10,0.537037037037037
2|5|6|7|9|11,0.537037037037037
2|5|6|7|9|12,0.574074074074074
2|5|6|7|10|11,0.49999999999999994
2|5|6|7|10|12,0.537037037037037
2|5|6|7|11|12,0.49999999999999994
2|5|6|8|9|10,0.5555555555555556
2|5|6|8|9|11,0.5555555555555556
2|5|6|8|9|12,0.5555555555555556
2|5|6|8|10|11,0.4444444444444445
2|5|6|8|10|12,0.5185185185185186
2|5|6|8|11|12,0.4259259259259259
2|5|6|9|10|11,0.5555555555555556
2|5|6|9|10|12,0.574074074074074
2|5|6|9|11|12,0.5185185185185186
2|5|6|10|11|12,0.537037037037037
2|5|7|8|9|10,0.5185185185185186
2|5|7|8|9|11,0.537037037037037
2|5|7|8|9|12,0.5185185185185186
2|5|7|8|10|11,0.4074074074074074
2|5|7|8|10|12,0.49999999999999994
2|5|7|8|11|12,0.48148148148148145
2|5|7|9|10|11,0.49999999999999994
2|5|7|9|10|12,0.574074074074074
2|5|7|9|11|12,0.537037037037037
2|5|7|10|11|12,0.537037037037037
2|5|8|9|10|11,0.537037037037037
2|5|8|9|10|12,0.5555555555555556
2|5|8|9|11|12,0.5555555555555556
2|5|8|10|11|12,0.48148148148148145
2|5|9|10|11|12,0.574074074074074
2|6|7|8|9|10,0.48148148148148145
2|6|7|8|9|11,0.5185185185185186
2|6|7|8|9|12,0.574074074074074
2|6|7|8|10|11,0.48148148148148145
2|6|7|8|10|12,0.537037037037037
2|6|7|8|11|12,0.49999999999999994
2|6|7|9|10|11,0.49999999999999994
2|6|7|9|10|12,0.574074074074074
2|6|7|9|11|12,0.537037037037037
2|6|7|10|11|12,0.5185185185185186
2|6|8|9|10|11,0.537037037037037
2|6|8|9|10|12,0.574074074074074
2|6|8|9|11|12,0.5555555555555556
2|6|8|10|11|12,0.5555555555555556
2|6|9|10|11|12,0.574074074074074
2|7|8|9|10|11,0.49999999999999994
2|7|8|9|10|12,0.574074074074074
2|7|8|9|11|12,0.537037037037037
2|7|8|10|11|12,0.5185185185185186
2|7|9|10|11|12,0.5555555555555556
2|8|9|10|11|12,0.574074074074074
3|4|5|6|7|8,0.48148148148148145
3|4|5|6|7|9,0.574074074074074
3|4|5|6|7|10,0.537037037037037
3|4|5|6|7|11,0.48148148148148145
3|4|5|6|7|12,0.537037037037037
3|4|5|6|8|9,0.537037037037037
3|4|5|6|8|10,0.49999999999999994
3|4|5|6|8|11,0.49999999999999994
3|4|5|6|8|12,0.537037037037037
3|4|5|6|9|10,0.537037037037037
3|4|5|6|9|11,0.574074074074074
3|4|5|6|9|12,0.5555555555555556
3|4|5|6|10|11,0.537037037037037
3|4|5|6|10|12,0.574074074074074
3|4|5|6|11|12,0.5185185185185186
3|4|5|7|8|9,0.48148148148148145
3|4|5|7|8|10,0.4259259259259259
3|4|5|7|8|11,0.4444444444444445
3|4|5|7|8|12,0.49999999999999994
3|4|5|7|9|10,0.5185185185185186
3|4|5|7|9|11,0.5555555555555556
3|4|5|7|9|12,0.574074074074074
3|4|5|7|10|11,0.4444444444444445
3|4|5|7|10|12,0.537037037037037
3|4|5|7|11|12,0.537037037037037
